outcome_voted,control_group,treat_civic,treat_hawthorne,treat_self,treat_neighbors,sex,age,g2000,g2002,median_income,p2004,democrat
0,1,0,0,0,0,male,50,1,1,37468,0,1
1,0,0,0,0,1,male,36,0,0,72453,1,0
0,0,0,1,0,0,male,63,1,1,73734,0,1
0,1,0,0,0,0,male,35,1,1,74315,1,0
0,1,0,0,0,0,male,41,1,1,55551,0,0
0,1,0,0,0,0,female,44,0,1,57644,0,0
0,1,0,0,0,0,male,59,1,0,50633,0,0
0,1,0,0,0,0,female,47,1,1,116049,1,0
0,0,0,0,0,1,female,47,1,1,38750,1,0
1,0,0,0,0,1,male,45,1,1,55936,0,0
0,0,0,0,0,1,female,39,1,1,60749,0,0
0,0,0,0,0,1,male,81,0,0,36681,1,0
0,0,0,1,0,0,female,50,1,1,55936,0,1
0,0,0,0,1,0,male,69,1,1,69977,0,0
0,0,1,0,0,0,male,72,1,1,75705,1,0
0,1,0,0,0,0,male,48,1,1,71528,0,0
1,1,0,0,0,0,female,39,1,0,39244,1,0
1,0,0,0,0,1,male,49,1,1,40504,0,0
0,0,1,0,0,0,male,54,1,1,109413,0,0
0,0,0,1,0,0,female,39,1,0,100473,0,0
0,0,0,1,0,0,female,39,1,1,45677,0,0
0,1,0,0,0,0,male,23,0,0,55342,0,0
1,1,0,0,0,0,female,53,1,1,120269,1,0
0,1,0,0,0,0,female,50,0,0,50854,1,0
0,1,0,0,0,0,female,48,1,1,48646,1,0
0,1,0,0,0,0,female,56,1,1,79760,1,1
0,1,0,0,0,0,female,38,1,1,56246,1,1
0,1,0,0,0,0,female,53,1,1,74769,1,0
1,0,0,0,1,0,male,46,1,1,48506,1,0
0,1,0,0,0,0,female,91,1,1,57370,0,0
0,1,0,0,0,0,female,56,1,1,57366,1,0
1,1,0,0,0,0,male,74,1,1,43458,1,1
0,0,0,0,1,0,male,70,1,1,36477,0,1
0,0,0,1,0,0,female,37,0,1,81841,1,1
0,1,0,0,0,0,female,28,1,1,37378,1,0
0,1,0,0,0,0,female,81,1,1,73460,0,0
1,0,1,0,0,0,female,39,1,1,31975,0,0
1,1,0,0,0,0,male,66,1,1,33777,0,0
1,1,0,0,0,0,female,79,0,1,53654,1,1
0,0,1,0,0,0,female,49,1,0,38958,1,0
0,0,0,1,0,0,female,35,1,1,72453,0,0
0,0,0,0,0,1,female,39,1,1,54837,0,0
0,1,0,0,0,0,female,83,1,1,64097,0,0
0,1,0,0,0,0,female,68,1,1,42209,0,0
0,1,0,0,0,0,female,47,1,1,57664,0,0
0,1,0,0,0,0,female,59,1,1,45773,0,0
0,1,0,0,0,0,male,43,1,0,69977,0,0
0,0,0,0,0,1,male,77,1,0,39052,1,1
1,0,0,1,0,0,male,62,0,0,64212,1,0
0,1,0,0,0,0,female,62,1,1,50313,0,0
0,1,0,0,0,0,female,66,1,1,70230,0,0
0,1,0,0,0,0,female,46,1,1,60749,0,0
0,1,0,0,0,0,male,51,1,1,41719,0,1
0,1,0,0,0,0,female,54,1,1,110434,0,0
0,1,0,0,0,0,male,42,1,1,109413,0,0
0,0,0,1,0,0,male,57,1,1,54120,1,0
1,1,0,0,0,0,male,57,1,1,85333,0,1
0,0,0,1,0,0,female,66,1,1,55342,1,0
0,1,0,0,0,0,male,48,1,1,44503,0,0
1,0,0,0,0,1,male,47,1,0,49764,0,1
1,0,0,0,0,1,male,52,1,1,54425,0,0
0,0,0,1,0,0,male,73,1,1,42209,1,0
0,1,0,0,0,0,female,76,1,1,44084,1,0
0,0,0,0,1,0,female,61,1,0,57664,0,0
0,1,0,0,0,0,female,43,1,1,70184,1,0
1,1,0,0,0,0,male,42,1,1,51109,0,0
0,0,0,0,0,1,male,61,1,1,50610,0,0
1,1,0,0,0,0,male,51,1,1,51857,1,0
1,1,0,0,0,0,male,63,1,1,51959,1,0
0,0,0,1,0,0,female,47,1,1,51959,0,0
0,1,0,0,0,0,female,49,1,1,76342,0,0
0,1,0,0,0,0,female,58,1,1,51857,0,0
0,1,0,0,0,0,female,47,1,1,50003,0,0
1,1,0,0,0,0,female,49,0,1,43258,0,1
0,1,0,0,0,0,male,34,1,1,38189,1,0
0,1,0,0,0,0,male,66,1,0,30208,1,0
1,1,0,0,0,0,female,54,1,1,54120,0,0
0,0,1,0,0,0,male,36,1,1,43088,1,0
0,1,0,0,0,0,male,51,1,1,59938,1,0
1,1,0,0,0,0,male,47,1,0,50072,0,0
0,1,0,0,0,0,male,73,1,1,73734,0,0
1,1,0,0,0,0,female,40,1,1,49213,0,0
1,1,0,0,0,0,male,68,1,1,38916,0,0
0,0,0,0,1,0,male,40,1,1,95828,0,0
0,1,0,0,0,0,female,84,1,0,40395,1,1
1,0,1,0,0,0,male,72,1,1,54094,0,0
0,1,0,0,0,0,female,47,1,1,72997,0,0
0,0,0,0,0,1,female,59,1,0,73460,0,0
1,0,0,0,1,0,female,31,1,0,64809,1,0
0,1,0,0,0,0,female,41,1,1,39116,0,1
1,0,1,0,0,0,female,34,1,1,68539,0,0
0,1,0,0,0,0,male,59,1,1,59938,1,0
0,1,0,0,0,0,male,70,1,1,41719,0,1
1,1,0,0,0,0,male,58,1,1,52722,1,0
0,0,1,0,0,0,female,33,0,0,85333,0,0
0,0,0,0,0,1,male,48,1,1,52465,0,0
1,0,0,0,0,1,female,51,1,1,63560,1,0
0,1,0,0,0,0,female,38,1,1,41648,1,0
0,1,0,0,0,0,male,58,1,1,47134,0,0
0,0,0,0,1,0,female,64,0,1,53194,0,0
0,0,1,0,0,0,female,46,1,1,58719,0,0
0,1,0,0,0,0,male,49,1,0,72453,0,0
1,0,0,1,0,0,male,36,1,1,54837,0,0
0,1,0,0,0,0,female,63,1,1,42286,1,0
0,0,0,0,0,1,male,26,1,1,70230,1,0
1,0,0,0,0,1,female,49,1,1,69630,0,0
0,1,0,0,0,0,male,51,1,1,52465,0,0
0,0,0,0,1,0,male,55,1,1,79760,0,0
0,1,0,0,0,0,female,51,1,1,51857,0,0
0,1,0,0,0,0,female,61,1,1,52345,1,0
0,1,0,0,0,0,male,44,1,1,74545,1,0
0,1,0,0,0,0,female,64,1,1,96691,0,0
0,1,0,0,0,0,male,42,1,1,53337,0,0
0,1,0,0,0,0,female,46,1,1,90405,1,0
1,0,0,0,1,0,male,58,1,1,71307,1,0
1,1,0,0,0,0,male,82,1,1,50610,0,0
0,0,1,0,0,0,female,59,1,1,42213,0,0
1,0,1,0,0,0,male,85,1,1,52579,1,0
0,1,0,0,0,0,female,74,1,1,39931,1,0
0,1,0,0,0,0,female,56,1,1,92552,0,0
0,1,0,0,0,0,female,68,1,1,50854,0,0
0,1,0,0,0,0,male,55,1,1,70184,1,0
1,0,0,0,1,0,female,43,1,1,66640,0,0
0,0,1,0,0,0,female,58,1,1,72685,1,1
0,1,0,0,0,0,male,43,1,1,47920,1,0
0,1,0,0,0,0,male,65,0,1,39052,0,0
0,0,0,1,0,0,female,78,1,1,51959,0,0
0,0,0,1,0,0,male,52,1,1,52465,0,0
1,1,0,0,0,0,male,59,1,1,71956,1,0
1,1,0,0,0,0,male,77,1,1,35920,0,0
0,0,0,1,0,0,male,55,1,1,52465,0,0
0,0,0,1,0,0,male,55,1,1,50072,1,0
1,0,0,0,0,1,male,47,0,0,36681,1,0
0,1,0,0,0,0,male,47,1,1,51109,0,0
0,0,0,1,0,0,female,60,1,1,62986,0,0
1,1,0,0,0,0,female,70,1,1,50690,0,0
0,1,0,0,0,0,male,72,0,0,33953,1,0
1,0,0,0,0,1,male,46,1,1,75580,1,0
1,1,0,0,0,0,male,49,1,1,55962,1,0
1,1,0,0,0,0,male,38,1,0,69977,1,0
0,0,0,1,0,0,female,46,1,1,50633,1,0
1,1,0,0,0,0,male,49,1,1,59211,0,0
0,1,0,0,0,0,female,59,1,1,95694,0,0
1,1,0,0,0,0,female,74,1,1,50229,0,0
0,1,0,0,0,0,female,43,1,1,51109,0,0
0,0,0,1,0,0,male,57,1,1,42463,0,0
0,1,0,0,0,0,male,57,1,1,85674,0,0
0,0,0,0,1,0,male,41,1,1,57450,1,1
1,0,0,1,0,0,female,42,1,1,49834,0,1
0,0,1,0,0,0,female,93,1,0,52579,1,0
0,0,1,0,0,0,female,63,1,0,77596,0,0
0,0,0,1,0,0,male,63,1,1,38287,1,1
0,1,0,0,0,0,female,57,1,1,65413,0,0
0,1,0,0,0,0,female,61,1,1,85674,0,0
0,0,1,0,0,0,male,46,1,1,91497,1,0
1,1,0,0,0,0,female,63,1,1,102422,1,0
0,1,0,0,0,0,female,34,1,1,45773,0,0
0,0,0,0,1,0,female,80,1,1,63560,1,0
0,0,1,0,0,0,male,40,0,1,57664,1,1
0,1,0,0,0,0,female,45,1,1,59052,1,0
0,1,0,0,0,0,female,47,1,1,65413,0,0
0,1,0,0,0,0,female,49,1,0,74545,0,0
0,1,0,0,0,0,female,24,0,1,76342,1,0
0,1,0,0,0,0,female,47,1,1,47134,1,0
0,0,1,0,0,0,male,44,1,1,72679,0,0
0,1,0,0,0,0,female,60,1,1,33880,0,0
0,0,0,0,0,1,male,48,1,0,68383,0,0
1,1,0,0,0,0,female,59,0,1,72453,1,0
0,1,0,0,0,0,female,48,1,0,74545,1,0
0,1,0,0,0,0,female,24,0,0,63560,1,0
1,0,1,0,0,0,male,58,1,1,61276,1,0
0,1,0,0,0,0,male,51,1,1,100473,0,0
0,1,0,0,0,0,male,66,1,1,39058,1,0
0,0,0,0,0,1,female,69,1,1,30661,1,1
0,1,0,0,0,0,female,54,1,1,69656,0,0
0,0,0,0,1,0,male,73,1,1,33777,0,0
0,1,0,0,0,0,female,60,1,1,66229,0,0
0,1,0,0,0,0,female,49,1,1,43191,0,0
0,0,0,1,0,0,male,73,0,1,39792,0,0
1,0,0,0,0,1,male,48,1,1,59457,0,1
1,1,0,0,0,0,male,54,1,1,63548,0,0
0,0,0,1,0,0,female,30,0,0,44688,1,0
0,1,0,0,0,0,female,49,1,1,52465,0,0
1,0,0,0,0,1,female,81,1,1,49306,0,0
1,0,0,1,0,0,male,66,1,1,56042,1,1
0,0,0,0,0,1,male,52,1,1,81830,0,0
0,1,0,0,0,0,female,57,1,1,59211,0,0
0,1,0,0,0,0,male,46,1,1,51003,1,0
1,0,1,0,0,0,male,42,1,1,65651,1,0
1,0,0,0,0,1,female,38,1,1,48081,1,0
1,1,0,0,0,0,female,57,1,1,52366,1,1
1,1,0,0,0,0,male,43,1,1,51181,1,0
0,0,0,0,1,0,male,62,1,1,66229,1,0
0,0,0,1,0,0,female,40,0,1,42255,1,0
1,1,0,0,0,0,male,68,0,1,59211,1,0
1,1,0,0,0,0,female,52,1,1,43262,0,0
0,0,0,0,1,0,male,57,0,1,54628,0,0
0,1,0,0,0,0,female,64,0,1,46554,1,0
1,0,0,0,0,1,male,50,1,1,81841,1,0
1,0,0,0,1,0,male,65,1,1,61439,1,0
0,0,0,1,0,0,male,56,1,1,52254,0,0
1,1,0,0,0,0,male,61,1,1,53649,0,1
1,0,0,0,1,0,male,51,1,1,66640,0,1
1,1,0,0,0,0,female,45,1,1,46822,0,0
0,1,0,0,0,0,female,88,1,1,38523,0,1
0,0,1,0,0,0,female,56,1,1,109413,1,1
0,0,0,0,1,0,male,54,1,1,44867,0,0
1,1,0,0,0,0,female,54,1,1,64809,0,0
0,1,0,0,0,0,female,57,1,1,83657,1,0
1,1,0,0,0,0,female,37,1,1,49547,1,0
0,1,0,0,0,0,male,51,1,1,63341,0,0
0,0,0,0,0,1,female,44,1,1,120269,0,0
1,1,0,0,0,0,female,45,1,1,63082,1,0
0,0,0,0,1,0,female,43,1,1,74545,1,1
0,1,0,0,0,0,female,68,1,1,71956,0,0
1,0,1,0,0,0,female,76,1,1,51863,1,1
0,0,1,0,0,0,male,33,1,1,59938,1,0
1,0,1,0,0,0,male,50,1,0,73460,0,0
0,1,0,0,0,0,female,48,1,1,66640,0,0
0,0,1,0,0,0,female,41,1,1,54628,0,0
0,0,1,0,0,0,male,61,1,1,85920,0,0
0,1,0,0,0,0,female,42,1,1,48646,0,0
0,1,0,0,0,0,female,56,1,1,76342,0,0
0,1,0,0,0,0,male,72,1,1,68383,0,0
0,1,0,0,0,0,male,72,1,1,52588,0,0
0,1,0,0,0,0,female,96,1,1,51959,1,0
0,1,0,0,0,0,female,52,1,0,51385,1,0
1,1,0,0,0,0,male,62,1,1,74315,1,1
0,0,1,0,0,0,male,63,1,1,46554,0,0
0,0,0,0,1,0,female,41,1,1,59211,0,0
0,1,0,0,0,0,female,39,1,1,80809,1,0
0,1,0,0,0,0,female,45,1,1,90405,1,0
0,1,0,0,0,0,female,39,0,0,95694,0,1
1,1,0,0,0,0,female,53,0,1,72453,0,0
0,0,0,0,1,0,female,37,1,1,53660,1,0
1,1,0,0,0,0,female,77,1,1,68539,1,0
0,1,0,0,0,0,female,49,1,1,85920,1,0
0,0,1,0,0,0,female,51,0,1,54837,0,0
0,0,0,0,0,1,female,62,1,1,61070,1,0
1,0,0,1,0,0,male,72,1,0,51959,1,0
0,1,0,0,0,0,female,77,1,1,50543,1,0
0,0,0,1,0,0,male,66,0,1,60994,0,0
1,0,0,1,0,0,female,40,1,1,30921,1,1
0,0,1,0,0,0,male,44,1,1,50072,0,0
0,1,0,0,0,0,female,65,0,1,41218,1,1
1,0,1,0,0,0,female,56,1,1,38750,1,0
0,1,0,0,0,0,male,62,1,1,52722,0,1
1,0,0,0,1,0,male,40,1,1,70230,1,0
1,1,0,0,0,0,female,25,0,0,102422,0,0
1,0,1,0,0,0,male,67,1,1,91497,1,0
0,0,0,1,0,0,male,57,1,1,42263,1,0
0,1,0,0,0,0,female,50,1,1,55988,1,0
0,1,0,0,0,0,male,78,0,0,51625,1,0
0,0,0,0,1,0,male,51,1,1,54079,0,1
0,1,0,0,0,0,male,73,1,1,63341,0,0
1,1,0,0,0,0,male,49,1,1,73460,0,0
0,1,0,0,0,0,female,84,1,1,42534,1,0
0,0,0,0,1,0,female,49,1,1,120269,1,0
0,0,0,0,1,0,female,72,1,1,67570,0,0
0,1,0,0,0,0,female,35,1,0,55962,1,0
1,0,0,0,0,1,female,46,1,1,37411,1,0
1,1,0,0,0,0,male,52,0,1,120269,1,0
1,1,0,0,0,0,female,57,1,1,69201,0,0
0,0,1,0,0,0,female,32,1,1,55962,1,0
1,0,0,1,0,0,female,46,1,1,57057,0,0
1,1,0,0,0,0,male,42,0,0,73460,1,0
0,1,0,0,0,0,male,55,1,1,76342,1,0
1,1,0,0,0,0,female,56,1,1,43119,1,0
0,0,0,0,1,0,female,50,1,1,44688,0,0
0,0,0,0,1,0,female,39,1,1,53649,1,0
1,1,0,0,0,0,female,53,1,1,67893,1,0
0,0,0,0,1,0,female,37,1,1,41214,1,0
0,1,0,0,0,0,female,58,1,1,52679,0,0
0,1,0,0,0,0,male,83,1,1,60335,0,0
0,1,0,0,0,0,female,46,1,1,95828,0,0
0,0,0,1,0,0,female,48,1,1,62023,1,0
0,0,1,0,0,0,female,55,1,1,55962,1,0
1,0,0,0,1,0,male,55,1,1,72470,0,0
0,1,0,0,0,0,male,65,1,1,62473,1,1
1,0,0,0,0,1,male,61,1,1,85333,1,0
0,0,0,0,0,1,female,87,1,1,45598,0,0
0,1,0,0,0,0,female,39,1,1,51959,1,0
0,1,0,0,0,0,male,60,1,0,58874,1,0
1,0,0,0,0,1,male,47,1,1,41648,1,0
0,0,1,0,0,0,male,44,1,0,46667,0,0
0,0,1,0,0,0,female,51,1,1,51857,0,0
1,0,0,0,1,0,female,36,0,1,85674,1,0
0,0,0,1,0,0,male,48,1,1,63560,0,0
0,0,0,0,1,0,male,70,1,1,52254,0,0
0,0,1,0,0,0,female,30,1,1,69977,1,0
0,1,0,0,0,0,female,66,1,1,51863,0,0
0,0,0,0,0,1,female,51,1,1,46908,0,0
1,1,0,0,0,0,male,60,1,1,72157,0,0
0,1,0,0,0,0,female,78,1,1,66319,0,1
1,0,0,1,0,0,male,54,0,1,53402,1,0
0,0,0,1,0,0,female,40,1,0,59457,0,1
0,1,0,0,0,0,male,46,1,1,31975,0,0
1,0,1,0,0,0,female,41,1,1,96635,0,0
0,0,0,0,0,1,male,47,1,1,38758,1,0
1,0,0,0,1,0,female,65,0,0,42750,0,0
0,1,0,0,0,0,female,38,1,1,62039,1,0
1,0,0,1,0,0,female,66,1,1,72470,1,0
0,1,0,0,0,0,female,52,1,1,65524,0,0
0,1,0,0,0,0,male,57,1,1,52465,0,0
1,0,0,0,1,0,female,64,1,1,55550,1,0
0,1,0,0,0,0,female,40,0,0,51109,0,0
0,1,0,0,0,0,female,73,1,1,44972,1,1
1,0,0,0,1,0,male,53,1,1,118146,0,0
0,0,0,1,0,0,male,68,1,1,51250,0,1
1,1,0,0,0,0,female,42,0,1,53660,1,1
1,0,0,0,1,0,female,44,1,1,53337,0,0
1,1,0,0,0,0,female,65,1,1,72679,0,0
0,1,0,0,0,0,male,47,1,1,52335,0,0
0,0,0,1,0,0,female,38,1,1,109413,1,0
1,0,1,0,0,0,male,33,1,1,44867,0,0
1,1,0,0,0,0,male,36,0,1,31975,1,1
0,1,0,0,0,0,male,48,1,1,41974,0,0
0,0,1,0,0,0,female,53,1,1,50633,1,0
0,0,0,0,1,0,male,35,1,1,84858,1,0
0,1,0,0,0,0,female,47,1,1,50003,0,0
0,0,0,0,0,1,male,31,1,1,47134,1,0
1,1,0,0,0,0,male,74,1,1,48646,0,0
0,1,0,0,0,0,male,43,1,1,121141,0,0
0,1,0,0,0,0,female,77,1,1,48152,1,0
0,0,1,0,0,0,male,37,0,0,59938,0,0
0,1,0,0,0,0,female,66,1,1,74315,0,1
0,1,0,0,0,0,male,44,0,0,48097,1,0
0,1,0,0,0,0,male,39,0,1,80809,0,0
0,1,0,0,0,0,female,69,1,1,51385,0,0
0,1,0,0,0,0,female,73,1,0,44203,0,0
0,1,0,0,0,0,male,47,1,1,69977,0,0
0,1,0,0,0,0,male,66,1,1,33413,1,0
0,1,0,0,0,0,female,42,1,1,71528,1,0
0,1,0,0,0,0,female,60,1,1,107095,0,0
0,0,0,1,0,0,female,45,0,0,95828,1,0
0,0,0,0,0,1,male,55,0,1,74570,0,0
0,1,0,0,0,0,female,45,1,1,38758,1,0
0,0,0,0,1,0,male,81,1,1,38189,0,0
0,1,0,0,0,0,male,46,1,1,44977,1,0
0,0,1,0,0,0,female,89,1,1,33880,0,0
1,1,0,0,0,0,male,44,1,1,43479,0,0
1,0,0,0,1,0,male,37,1,1,76342,1,0
0,0,0,0,0,1,female,43,1,1,63341,0,0
0,1,0,0,0,0,male,49,1,1,74769,1,0
0,1,0,0,0,0,male,47,1,0,49306,1,0
0,0,0,1,0,0,female,41,1,1,72997,0,0
0,0,0,1,0,0,male,68,0,1,37222,1,0
0,1,0,0,0,0,female,46,1,1,79413,0,1
0,1,0,0,0,0,male,39,1,1,49884,1,0
0,1,0,0,0,0,male,61,1,0,62023,1,0
1,1,0,0,0,0,female,59,1,1,49113,0,1
1,1,0,0,0,0,female,37,1,1,70184,1,0
0,1,0,0,0,0,female,47,1,0,82975,0,0
0,1,0,0,0,0,female,52,1,1,71528,0,0
1,1,0,0,0,0,female,64,0,1,41212,1,0
0,1,0,0,0,0,female,78,1,1,63693,0,0
0,0,1,0,0,0,female,58,1,1,44688,0,0
0,1,0,0,0,0,female,51,1,1,57370,0,1
0,1,0,0,0,0,male,73,0,1,50854,1,0
0,0,0,1,0,0,male,65,1,0,46557,0,0
0,0,0,0,0,1,male,88,0,1,40777,1,0
1,0,0,1,0,0,male,42,1,1,51109,0,0
0,1,0,0,0,0,female,46,1,1,52345,1,0
0,1,0,0,0,0,male,63,1,1,51262,1,1
0,1,0,0,0,0,male,54,1,1,109413,0,0
1,0,0,0,0,1,male,64,1,1,60442,1,1
0,1,0,0,0,0,female,50,1,1,41733,1,0
0,0,0,0,1,0,male,51,1,1,75590,0,0
0,1,0,0,0,0,male,47,1,0,40777,1,0
0,1,0,0,0,0,female,70,0,1,71307,0,0
0,0,1,0,0,0,female,54,1,1,69868,1,0
0,0,0,0,1,0,female,64,1,1,53171,0,1
0,1,0,0,0,0,female,54,1,1,71956,0,0
1,0,0,0,1,0,male,59,1,1,60442,1,0
0,0,0,0,1,0,female,40,1,1,50003,0,1
0,0,0,0,0,1,female,54,1,1,82975,0,0
0,0,0,0,0,1,female,79,1,0,51003,0,1
0,1,0,0,0,0,male,54,1,1,79413,0,0
0,1,0,0,0,0,male,50,1,1,45863,0,0
1,1,0,0,0,0,male,32,0,1,69977,1,0
0,0,0,0,0,1,female,72,1,1,55962,0,0
0,0,1,0,0,0,male,36,1,1,49834,1,0
1,1,0,0,0,0,male,57,1,1,44688,1,0
0,0,1,0,0,0,male,55,0,0,80809,1,0
0,1,0,0,0,0,female,70,1,1,38393,0,0
0,1,0,0,0,0,female,81,1,1,49113,0,0
0,1,0,0,0,0,female,48,1,1,90405,0,1
0,1,0,0,0,0,male,49,1,1,46908,0,0
0,1,0,0,0,0,male,85,0,1,35920,0,0
0,1,0,0,0,0,female,50,1,1,51003,0,0
0,0,0,1,0,0,male,54,1,1,43262,0,0
0,0,0,1,0,0,male,53,1,1,39598,0,0
1,0,0,0,0,1,female,45,1,1,35161,1,0
1,0,0,0,1,0,female,62,1,1,39223,0,0
1,0,0,0,0,1,male,66,1,1,63560,0,1
0,1,0,0,0,0,male,40,1,1,43838,1,0
0,1,0,0,0,0,male,91,1,1,43458,1,0
0,1,0,0,0,0,male,37,1,1,72207,0,0
1,1,0,0,0,0,male,57,1,1,41719,0,1
0,0,0,0,0,1,male,59,1,1,48333,0,0
0,1,0,0,0,0,female,29,1,1,63182,1,1
1,1,0,0,0,0,female,52,1,1,52335,0,0
0,1,0,0,0,0,female,45,1,1,85674,0,0
0,0,0,0,0,1,male,78,1,1,46822,1,0
1,0,0,0,0,1,male,52,1,1,44503,1,0
0,0,1,0,0,0,female,74,1,1,118146,1,0
0,0,0,1,0,0,male,39,1,1,51627,0,0
1,1,0,0,0,0,female,80,1,1,44954,0,0
1,1,0,0,0,0,male,63,1,0,42750,0,0
1,1,0,0,0,0,male,72,1,0,60749,0,0
0,1,0,0,0,0,male,59,1,1,66143,1,0
1,1,0,0,0,0,female,29,1,1,37338,1,0
0,1,0,0,0,0,male,78,1,1,55962,1,0
1,1,0,0,0,0,male,42,1,1,57473,1,0
1,1,0,0,0,0,male,48,1,1,41212,1,0
1,1,0,0,0,0,male,58,1,1,71528,1,0
0,0,1,0,0,0,male,42,1,1,42209,0,0
1,0,0,1,0,0,male,47,1,1,63082,0,0
1,0,0,1,0,0,male,81,1,1,59211,0,0
0,0,1,0,0,0,female,98,0,1,44324,1,0
0,1,0,0,0,0,female,48,1,1,34727,0,0
1,1,0,0,0,0,female,49,1,0,67893,1,0
0,0,1,0,0,0,female,51,0,1,41212,1,0
1,0,0,0,1,0,male,40,0,1,107095,1,0
1,1,0,0,0,0,male,37,1,1,44688,0,0
0,0,1,0,0,0,female,62,1,1,66576,0,0
1,1,0,0,0,0,female,57,1,1,118146,0,0
1,0,1,0,0,0,male,39,1,1,57161,1,0
0,1,0,0,0,0,female,47,1,1,83657,0,0
0,0,0,0,1,0,female,97,1,1,50882,1,1
0,1,0,0,0,0,male,62,1,1,70230,1,0
0,1,0,0,0,0,male,22,0,0,74315,0,1
1,1,0,0,0,0,male,47,0,1,75636,1,1
0,1,0,0,0,0,male,37,1,1,51288,0,0
0,0,0,0,0,1,female,44,1,1,43191,0,0
0,0,0,1,0,0,male,64,1,1,67619,0,1
1,1,0,0,0,0,male,56,1,1,40956,1,0
0,1,0,0,0,0,female,50,1,1,75580,0,1
1,1,0,0,0,0,male,40,1,0,54065,1,0
0,1,0,0,0,0,male,48,1,1,95694,0,0
0,1,0,0,0,0,female,82,0,1,46822,1,1
0,0,0,1,0,0,female,38,1,1,85592,0,0
0,0,1,0,0,0,female,86,1,1,67570,1,0
0,1,0,0,0,0,female,59,1,1,41648,1,1
0,1,0,0,0,0,male,76,1,1,48450,1,0
0,1,0,0,0,0,male,89,1,1,60255,0,0
1,1,0,0,0,0,female,33,0,1,45773,0,0
0,0,0,1,0,0,female,48,1,1,52345,0,1
1,1,0,0,0,0,female,41,1,1,60442,0,0
1,0,1,0,0,0,male,73,1,1,44503,1,0
0,1,0,0,0,0,male,36,1,1,51857,1,0
1,1,0,0,0,0,female,68,1,1,82975,0,0
0,0,0,0,1,0,male,40,0,1,49113,0,0
1,0,1,0,0,0,male,70,1,1,67845,1,0
0,0,0,0,0,1,female,46,1,1,51452,1,0
0,1,0,0,0,0,female,40,1,1,42750,1,0
0,1,0,0,0,0,male,55,1,0,56556,0,0
0,1,0,0,0,0,female,65,1,1,50854,1,0
0,0,0,0,1,0,male,77,1,1,41974,0,0
1,0,0,1,0,0,male,43,1,1,43838,1,0
1,1,0,0,0,0,female,47,0,0,71239,0,1
1,0,0,0,0,1,male,58,1,1,47074,1,0
1,1,0,0,0,0,male,42,0,0,57473,1,0
0,0,0,1,0,0,female,70,1,1,73734,0,0
0,1,0,0,0,0,male,41,1,1,43348,1,0
0,1,0,0,0,0,female,42,1,0,53597,1,0
0,0,0,1,0,0,male,51,1,1,109088,0,0
1,1,0,0,0,0,female,86,0,0,43119,1,0
0,1,0,0,0,0,male,61,1,1,41719,0,0
1,1,0,0,0,0,male,60,1,1,40777,1,0
0,1,0,0,0,0,female,60,1,1,45000,1,0
0,0,0,0,1,0,male,56,1,1,45192,1,0
0,1,0,0,0,0,male,45,1,1,35118,1,0
1,1,0,0,0,0,male,48,1,1,85920,1,0
0,0,0,0,0,1,female,49,0,0,41648,1,0
0,0,0,0,1,0,female,35,1,1,51857,0,0
0,1,0,0,0,0,male,36,0,1,47319,0,0
0,0,0,0,0,1,female,42,1,1,55550,1,1
0,1,0,0,0,0,female,77,1,1,60126,0,0
1,1,0,0,0,0,male,56,1,1,85920,0,1
0,1,0,0,0,0,male,55,1,1,69868,0,0
0,1,0,0,0,0,male,58,1,1,61723,0,0
1,1,0,0,0,0,male,51,1,1,85885,1,0
1,0,1,0,0,0,female,35,1,1,44888,1,1
0,1,0,0,0,0,male,30,1,1,43838,1,0
0,1,0,0,0,0,male,52,1,1,48646,1,0
0,1,0,0,0,0,female,38,1,1,78049,0,0
1,1,0,0,0,0,male,87,1,1,44503,0,0
0,0,0,0,0,1,male,42,1,1,51452,1,0
1,1,0,0,0,0,male,100,1,1,32042,0,0
1,1,0,0,0,0,female,42,1,1,54120,1,0
0,0,0,0,0,1,female,83,1,1,54120,0,0
1,0,0,1,0,0,male,40,1,1,54425,0,0
0,0,1,0,0,0,female,82,1,1,53660,0,0
0,1,0,0,0,0,male,71,1,1,52960,1,0
0,1,0,0,0,0,male,84,1,1,32000,0,0
0,1,0,0,0,0,male,51,1,1,63560,1,0
0,1,0,0,0,0,female,59,0,1,61276,0,0
0,1,0,0,0,0,male,43,1,1,77321,1,0
1,1,0,0,0,0,female,54,1,0,61290,1,1
1,1,0,0,0,0,male,55,1,1,120269,1,1
0,1,0,0,0,0,female,70,1,1,31549,1,0
0,1,0,0,0,0,male,35,1,1,52960,1,0
1,1,0,0,0,0,female,36,1,1,61290,1,0
0,0,0,0,1,0,female,40,0,0,63341,0,0
0,1,0,0,0,0,female,75,1,1,52366,1,0
1,1,0,0,0,0,female,56,1,1,46554,1,0
0,1,0,0,0,0,male,39,1,1,52465,1,0
0,1,0,0,0,0,male,47,1,1,138884,0,0
1,0,0,1,0,0,male,77,1,1,50995,0,0
0,0,0,0,0,1,female,32,1,1,109413,1,0
1,1,0,0,0,0,female,66,1,1,59211,1,0
1,0,1,0,0,0,female,86,1,1,64212,0,0
0,1,0,0,0,0,male,58,1,1,85592,0,0
0,1,0,0,0,0,female,50,1,1,53351,1,0
1,1,0,0,0,0,male,65,0,0,51109,0,0
